lap,time,weather_state,track_temp,track_grip,track_abrasion,water_level_mm,speed,acceleration,gear,steering_angle,engine_temp,engine_rpm,brake_temp_front,brake_temp_rear,fuel_load,pit_stop_flag,tire_temp_front_left,tire_temp_front_right,tire_temp_rear_left,tire_temp_rear_right,tire_wear_front_left,tire_wear_front_right,tire_wear_rear_left,tire_wear_rear_right,collision_severity,damage_flag,sector
1,0,dry,35.69233289997705,0.854853877467402,0.572745993460413,0.0,196.3853078232024,2.138136086583994,4,-10.799842998329087,108.17075834111094,14572.11305026337,436.3448112830549,353.1963402930312,100.0,0,92.8938288990668,91.88615583427904,88.66116635563304,92.1018879765759,0.0,0.0,0.0,0.0,1,0,S1
1,1,dry,35.69233289997705,0.854853877467402,0.572745993460413,0.0,164.84037585065397,-5.649450624175751,7,-13.86094211011598,105.16221643650252,14144.547745712669,473.72549492490947,369.04888620837653,99.95998399359743,0,93.91699204777613,93.7165381344232,90.17427348552917,92.21929875856087,2.9874113665607025,2.9874113665607025,2.9874113665607025,2.9874113665607025,0,0,S1
1,2,dry,35.69233289997705,0.854853877467402,0.572745993460413,0.0,208.34318776249805,-1.1169571588137686,3,-18.802590185576424,101.59178197771101,14942.788583193054,480.7682207413093,349.1549927465134,99.91996798719488,0,101.27823873388687,101.03155536629845,96.97713032688037,97.40723555536444,0.0,0.0,0.0,0.0,0,0,S1
1,3,dry,35.69233289997705,0.854853877467402,0.572745993460413,0.0,186.16460464950026,1.311939561116882,7,-3.224322571184267,102.35704080625979,14252.038427970321,483.2281944097718,349.0344214716715,99.87995198079231,0,98.02582132410377,98.47810848988725,95.98170259978448,95.29350872643106,0.0,0.0,0.0,0.0,0,0,S1
1,4,dry,35.69233289997705,0.854853877467402,0.572745993460413,0.0,169.67119988906347,0.5555266104897422,1,5.786249522725423,106.1717504779548,14242.520628199134,522.9490384162629,352.5643175104489,99.83993597438976,0,98.6247623045802,99.25677062744006,95.7256413691938,95.72074146781664,0.677964044125763,0.677964044125763,0.677964044125763,0.677964044125763,1,0,S1
1,5,dry,35.69233289997705,0.854853877467402,0.572745993460413,0.0,159.4582116235924,1.2763345925525167,7,6.593763404203292,106.3805266732696,12524.170873862106,751.0821849671674,344.3282623744288,99.7999199679872,0,96.47214652493523,95.92067261365574,95.95482428710955,93.32985308192555,0.5690184435283338,0.5690184435283338,0.5690184435283338,0.5690184435283338,2,1,S1
1,6,dry,35.69233289997705,0.854853877467402,0.572745993460413,0.0,135.75962617325422,0.6668695674025622,6,-0.332985215280182,102.05781181469341,13037.776254137507,582.0182423969698,299.40289270755693,99.75990396158464,0,100.9367320737939,99.44398089788788,97.22782134880332,96.93395451715642,0.0,0.0,0.0,0.0,0,0,S1
1,7,dry,35.69233289997705,0.854853877467402,0.572745993460413,0.0,106.58233740720651,3.8365974399401797,5,-13.931538546689499,105.48755876766438,13335.212998086874,740.3015663969228,326.95029518910115,99.71988795518207,0,97.71941237201285,98.75121112661226,93.86055212586723,95.1653103568195,0.5212413747577893,0.5212413747577893,0.5212413747577893,0.5212413747577893,1,0,S1
1,8,dry,35.69233289997705,0.854853877467402,0.572745993460413,0.0,103.76532132262341,-2.856949142216391,3,1.5891099940912108,107.24752300591192,12668.79782382724,732.9869729056979,357.34324523335096,99.6798719487795,0,98.17663033807985,97.05668506750263,96.71039010643517,96.02270196799448,0.0,0.0,0.0,0.0,0,0,S1
1,9,dry,35.69233289997705,0.854853877467402,0.572745993460413,0.0,134.4532054256306,-2.0309854153755937,4,-2.0818511505235353,101.90016996247513,14163.306709799694,818.0383751220563,342.5263698953384,99.63985594237695,0,95.51818965834175,95.78937386338563,93.57616669040989,91.68429097327497,1.8080562708205414,1.8080562708205414,1.8080562708205414,1.8080562708205414,1,0,S1
1,10,dry,35.69233289997705,0.854853877467402,0.572745993460413,0.0,53.276234719685434,-2.317978335812472,5,12.659958568302727,108.6688415404098,11518.402588557483,839.0034653732755,345.3257275345428,99.59983993597439,0,102.60984841756533,102.47786751883464,99.99461343933635,101.56538983485454,0.0,0.0,0.0,0.0,2,1,S1
1,11,dry,35.69233289997705,0.854853877467402,0.572745993460413,0.0,95.95282765516461,2.4905754355878305,2,10.273166593235233,104.22125648931708,11589.543265466446,921.9572196202737,340.29938991683855,99.55982392957183,0,98.03855205852857,98.20099596373264,93.92486054344029,96.56055530776412,0.0,0.0,0.0,0.0,1,0,S1
1,12,dry,35.69233289997705,0.854853877467402,0.572745993460413,0.0,26.409820374421578,2.701195765185191,6,-0.923737741928083,109.12668927272651,11997.981348432273,992.7804560318141,324.0920482180455,99.51980792316927,0,101.3546045574733,103.00583852918015,100.09960082520122,98.90277011642452,1.6819110782599158,1.6819110782599158,1.6819110782599158,1.6819110782599158,0,0,S1
